flightnumber,radiocallsign,origin,destination,deptime,arrtime,gate,aircraft,route,created_at,updated_at
SQ324,SIA324,WSSS,EHAM,2019-09-28 23:55:00,2019-09-29 07:15:00,G7,359,VMR B469 VPK M751 GOLUD M770 KAKID M875 DI N644 LEMOD A909 ABDAN A846 ATASH A845 TIROM A87 AZABI R122 UP N39 TE G724 LETRU B365 TOBLO Z860 OGARA L23 RAMAR UL23 HAM UM170 LBV UN125 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1750,KLM62N,EDDW,EHAM,2019-09-29 06:20:00,2019-09-29 07:15:00,A4,E75,EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1736,KLM36L,ELLX,EHAM,2019-09-29 06:10:00,2019-09-29 07:15:00,B36,E75,DIK UM624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1776,KLM88J,EDDH,EHAM,2019-09-29 06:10:00,2019-09-29 07:15:00,B24,73W,WSN UN125 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1852,KLM34Z,EDDL,EHAM,2019-09-29 06:20:00,2019-09-29 07:15:00,A4,E75,SONEB P55 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1880,KLM80Z,EDDN,EHAM,2019-09-29 06:00:00,2019-09-29 07:15:00,A4,E75,SULUS DCT DIMSU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1125,KLM79M,EHAM,EKCH,2019-09-29 07:20:00,2019-09-29 08:40:00,C11,73H,ANDIK UN873 JUIST UP729 DOSUR P729 TUDLO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1001,KLM1001,EHAM,EGLL,2019-09-29 07:20:00,2019-09-29 07:40:00,D27,73W,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
VK6291,FOO255H,EHAM,LIRF,2019-09-29 07:20:00,2019-09-29 09:45:00,B15,321,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN DCT KALIK DCT GIPIX DCT XIBIL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1818,KLM44R,EDDT,EHAM,2019-09-29 06:00:00,2019-09-29 07:20:00,C13,73H,BRANE Y200 HLZ UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7953,EJU83EP,EHAM,LEPA,2019-09-29 07:20:00,2019-09-29 09:50:00,M2,320,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK UN859 LOMRA UN727 ROCAN UN13 LORES,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1124,KLM96F,EKCH,EHAM,2019-09-29 06:00:00,2019-09-29 07:25:00,D72,73H,LANGO M611 DEGUL UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1866,KLM42A,EDDS,EHAM,2019-09-29 06:00:00,2019-09-29 07:25:00,A4,E90,OKIBA N851 RIMKI Z99 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
OR193,TFL89V,EHAM,LGKO,2019-09-29 07:30:00,2019-09-29 12:00:00,C12,320,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 OVDOT M748 OSTOV N127 NIKTI UN127 LMO UL618 MES UL609 LARKI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1196,KLM30T,ENZV,EHAM,2019-09-29 06:20:00,2019-09-29 07:50:00,B16,E90,RUMOG M185 ATNAK UM185 TIPAN N866 LARDI L74 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
OR445,TFL82L,EHAM,GVBA,2019-09-29 07:30:00,2019-09-29 11:05:00,D16,738,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 VLC UM985 MGA UN869 RBT UA411 IBALU UN857 GUNET UW11 PINPO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1350,KLM1350,LKPR,EHAM,2019-09-29 06:20:00,2019-09-29 07:50:00,C6,73W,BALTU L984 DONAD L602 VARIK DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
UA946,UAL946,KIAD,EHAM,2019-09-29 17:35:00,2019-09-30 07:35:00,G8,764,BROSS J150 OOD J42 BOS J575 TUSKY N435A TUDEP NATU BEXET DCT LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7965,EJU17LR,EHAM,LICC,2019-09-29 07:20:00,2019-09-29 10:15:00,M5,320,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT DESIP DCT EKPAL DCT GINAR DCT TAQ DCT RIFFI DCT ENSOT DCT AMANO DCT PELEN Q789 UXUTA,2019-09-04 13:31:36,2019-09-04 13:31:36
I23721,IBS3721,EHAM,LEMD,2019-09-29 07:35:00,2019-09-29 10:15:00,B31,320,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 AGN UN995 PPN UN10 NOLSA UN857 ALEPO UN10 VASUM UN857 GARVU UN10 BANEV,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7957,EJU86XL,EHAM,LEMG,2019-09-29 07:00:00,2019-09-29 10:10:00,M3,320,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 VLC UM985 VIBAS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1312,KLM76A,LFBD,EHAM,2019-09-29 06:30:00,2019-09-29 08:15:00,A4,73W,CNA UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1152,KLM74L,ESGG,EHAM,2019-09-29 06:10:00,2019-09-29 07:40:00,D74,73W,VADIN M852 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1392,KLM1392,ULLI,EHAM,2019-09-29 05:45:00,2019-09-29 07:40:00,A9,73W,TURAL B141 RANVA P863 KOTAM L990 MARIP Z701 GOBOT UZ701 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1984,KLM84X,LFSB,EHAM,2019-09-29 06:20:00,2019-09-29 07:50:00,A4,E90,GTQ UN852 DIK UM624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1413,KLM35Q,EHAM,LFLL,2019-09-29 07:45:00,2019-09-29 09:25:00,B32,E75,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 MOROK UN852 MILPA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1153,KLM1153,EHAM,ESGG,2019-09-29 07:50:00,2019-09-29 09:20:00,B26,E75,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 LOBBI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1412,KLM36M,LFLL,EHAM,2019-09-29 06:10:00,2019-09-29 07:50:00,B17,73H,BUSIL UT133 AMORO UT140 PIBAT UM976 KOPOR UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1206,KLM1206,ENCN,EHAM,2019-09-29 06:10:00,2019-09-29 07:35:00,A4,E75,RASVI M609 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1328,KLM1328,EKYT,EHAM,2019-09-29 06:25:00,2019-09-29 07:45:00,A4,E90,DCT KEMEG P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1212,KLM82G,ENTO,EHAM,2019-09-29 06:15:00,2019-09-29 07:50:00,A4,E90,ELKOP P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1178,KLM1178,ESSL,EHAM,2019-09-29 06:05:00,2019-09-29 07:45:00,A4,E90,DCT ELPAX Z703 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1071,KLM1071,EHAM,EGCC,2019-09-29 08:00:00,2019-09-29 08:20:00,D29,73W,BERGI UL602 SUPUR UL60 KOLAG L60 OTBED,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1650,KLM38H,LIPZ,EHAM,2019-09-29 06:00:00,2019-09-29 08:00:00,B13,73H,ROKIB DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU6922,EJU96YE,EHAM,EGPH,2019-09-29 07:55:00,2019-09-29 08:25:00,D18,320,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
EK9749,UAE9749,HKJK,EHAM,2019-09-28 22:50:00,2019-09-29 06:15:00,,77L,KAMAS UA727 AVONO UP309 NUBAR A727 SML L321 KATAB B12 DBA M872 METRU UM872 LATAN DCT LUPAL DCT ROBOT DCT VIE DCT RUPAX DCT GISNU DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1229,KLM37P,EHAM,LFPG,2019-09-29 07:55:00,2019-09-29 09:25:00,C9,73H,WOODY UN872 NIK UY131 MOPIL,2019-09-04 13:31:36,2019-09-04 13:31:36
LH1003,DLH5A,EHAM,EDDF,2019-09-29 08:00:00,2019-09-29 09:05:00,B27,32A,EDUPO UZ738 COL T911 ROLIS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1867,KLM1867,EHAM,EDDS,2019-09-29 07:55:00,2019-09-29 09:15:00,B24,E75,LOPIK UN852 PELIX UZ210 KRH T128 BADSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1471,KLM1471,EHAM,EGPF,2019-09-29 08:00:00,2019-09-29 08:30:00,D6,E90,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
BA423,BAW423,EHAM,EGLL,2019-09-29 07:40:00,2019-09-29 08:05:00,D28,319,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1582,KLM26B,LIPE,EHAM,2019-09-29 06:00:00,2019-09-29 08:00:00,A4,E90,LUMAV DCT IBUGO DCT UNIMI L12 MOGTI P66 KPT L608 TEDGO UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1514,KLM46Q,EGSH,EHAM,2019-09-29 06:05:00,2019-09-29 08:00:00,A8,E75,BKY M183 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1362,KLM52F,EPWA,EHAM,2019-09-29 06:00:00,2019-09-29 08:00:00,C10,73W,LOLSI T174 INDIG L980 SUBIX Z20 MAG DCT EMBOX L986 DLE UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1454,KLM1454,LFRS,EHAM,2019-09-29 06:25:00,2019-09-29 08:00:00,A4,73W,ANG UL976 OBATO UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7955,EJU23YT,EHAM,LDPL,2019-09-29 08:05:00,2019-09-29 10:10:00,,320,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT NIVAS DCT LILEE M167 ROTAR,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1883,KLM55K,EHAM,EDDN,2019-09-29 08:10:00,2019-09-29 09:25:00,B36,E75,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 KOMIB T193 ERTES,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1665,KLM85J,EHAM,LEBL,2019-09-29 08:10:00,2019-09-29 10:20:00,C13,73H,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK UN859 LOMRA UN727 ROCAN UN859 PUMAL,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU2723,EJU16KM,LIMC,EHAM,2019-09-29 06:20:00,2019-09-29 08:10:00,,320,AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1482,KLM67K,EGNJ,EHAM,2019-09-29 06:10:00,2019-09-29 08:10:00,A8,E75,UMBAG P155 BANEM N866 LEDBO M604 ENITO L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1762,KLM1762,EDDF,EHAM,2019-09-29 07:00:00,2019-09-29 08:10:00,A4,E90,MARUN Y152 ARPEG Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1184,KLM1184,ENBR,EHAM,2019-09-29 06:05:00,2019-09-29 07:45:00,C12,73H,TUXIL P603 RUMOG M185 ATNAK UM185 TIPAN N866 LARDI L74 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
AA220,AAL220,KDFW,EHAM,2019-09-29 15:45:00,2019-09-30 08:10:00,G3,772,MLC J105 NORIS J96 JOT J101 OBK J547 FNT Q824 HOCKE Q905 SIKBO Q907 MIILS N501A RIKAL NATS NETKI DCT SOSIM UL28 MCT M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1197,KLM1197,EHAM,ENZV,2019-09-29 08:15:00,2019-09-29 09:40:00,B2,E75,ANDIK UZ733 GREFI P603 ZOL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1441,KLM33G,EHAM,EGPD,2019-09-29 08:15:00,2019-09-29 08:45:00,D6,E75,BERGI UL602 MIMVA L602 NALAX L46 REMSI M148 IDGAS DCT SOVED DCT RIMOL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1421,KLM83F,EHAM,EGBB,2019-09-29 08:15:00,2019-09-29 08:30:00,D44,73H,IDRID UM40 RINIS M40 SABER L980 LAM UL10 BUZAD,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1172,KLM70X,ENVA,EHAM,2019-09-29 06:00:00,2019-09-29 08:15:00,B28,E75,UTUNA M609 PIPEX P602 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1916,KLM1916,EPGD,EHAM,2019-09-29 06:25:00,2019-09-29 08:20:00,B36,E75,DEXIR T671 VEKON L730 VAVUN M602 BINKA L23 RAMAR UL23 HAM UM170 LBV UN125 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1554,KLM20R,LIMF,EHAM,2019-09-29 06:20:00,2019-09-29 08:15:00,A4,E75,KUKEV L50 BANKO UL50 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1140,KLM1140,ENGM,EHAM,2019-09-29 06:30:00,2019-09-29 08:20:00,C4,E90,TOR P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KC903,KZR903,UATG,EHAM,2019-09-29 05:30:00,2019-09-29 07:55:00,A15,321,TUGLA G487 ZG W87 LIDUS R130 WGD N39 TE G724 LETRU B365 TOBLO Z860 OGARA L23 RAMAR UL23 HAM UM170 LBV UN125 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1070,KLM27V,EGCC,EHAM,2019-09-29 05:55:00,2019-09-29 08:15:00,D54,73H,DESIG L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1635,KLM1635,EHAM,LIMC,2019-09-29 08:25:00,2019-09-29 10:05:00,D84,73W,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1049,KLM1049,EHAM,EGGD,2019-09-29 08:35:00,2019-09-29 08:50:00,D6,E90,IDRID UM40 RINIS M40 SABER L980 LAM L179 CPT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1329,KLM27Y,EHAM,EKYT,2019-09-29 08:25:00,2019-09-29 09:40:00,B26,E90,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N607 AAL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1985,KLM77H,EHAM,LFSB,2019-09-29 08:25:00,2019-09-29 09:45:00,B16,E90,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1763,KLM73J,EHAM,EDDF,2019-09-29 08:25:00,2019-09-29 09:35:00,B7,73W,EDUPO UZ738 COL T911 ROLIS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1185,KLM51Z,EHAM,ENBR,2019-09-29 08:25:00,2019-09-29 10:00:00,C6,E90,ANDIK UZ733 GREFI P603 KARLI Z322 ALUVA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1300,KLM71C,LFBO,EHAM,2019-09-29 06:30:00,2019-09-29 08:25:00,C5,E90,FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1420,KLM90J,EGBB,EHAM,2019-09-29 06:00:00,2019-09-29 08:25:00,D41,73W,UNGAP P155 SIVDA P137 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1250,KLM24H,LFMN,EHAM,2019-09-29 06:30:00,2019-09-29 08:30:00,B24,73W,IRMAR UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU4561,EJU36PD,EDDB,EHAM,2019-09-29 07:00:00,2019-09-29 08:30:00,,319,BELID Y203 HLZ UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
AF1240,AFR21MY,LFPG,EHAM,2019-09-29 07:10:00,2019-09-29 08:30:00,C7,321,NURMO UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
CZ456,CSN456,EHAM,ZGGG,2019-09-29 11:00:00,2019-09-30 05:05:00,,77F,ANDIK UN873 BEDUM UZ700 GITER Z700 CDA M611 MALIV P862 EKLON Y169 TUKMA L738 MEGAS P989 TRAFA R492 ESAPA R959 LERTA G814 SADER T580 ADMUR G117 XV R229 BA R104 ABK A308 TR P982 DARNO Y746 NIXAL B208 CGO W129 KAMDA V109 LKO A461 LIG R473 BEMAG V5 ATAGA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1572,KLM60C,LGAV,EHAM,2019-09-29 06:00:00,2019-09-29 08:30:00,A4,73J,RIMAX UL613 VJOSA DCT PAPIZ DCT AIOSA DCT XOLTA DCT LISKO DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY1829,EZY1829,EGCC,EHAM,2019-09-29 06:05:00,2019-09-29 08:30:00,H3,320,DESIG L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1790,KLM34V,EDDM,EHAM,2019-09-29 07:00:00,2019-09-29 08:35:00,C9,73H,INPUD Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1164,KLM1164,EFHK,EHAM,2019-09-29 07:00:00,2019-09-29 08:35:00,C18,73J,NUNTO M6 ERNOV N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
OK616,CSA616,LKPR,EHAM,2019-09-29 07:00:00,2019-09-29 08:35:00,B15,738,BALTU L984 DONAD L602 VARIK DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1530,KLM16X,EGNV,EHAM,2019-09-29 06:20:00,2019-09-29 08:40:00,,E75,OTR L90 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1264,KLM1264,LFML,EHAM,2019-09-29 06:30:00,2019-09-29 08:40:00,C11,73W,ETREK UM976 KOPOR UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
AA204,AAL204,KPHL,EHAM,2019-09-29 19:00:00,2019-09-30 08:40:00,A14,763,DCT DAVYS J191 RBV J222 LAURN J42 BOS J575 TUSKY N435A TUDEP NATU BEXET DCT LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1540,KLM78E,EGNM,EHAM,2019-09-29 06:20:00,2019-09-29 08:40:00,A8,E90,LAMIX L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1992,KLM1992,EPKK,EHAM,2019-09-29 06:40:00,2019-09-29 08:40:00,A4,E90,NUMBA T738 LASIS DCT DOBUR DCT EMBOX L986 DLE UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1972,KLM28Q,LHBP,EHAM,2019-09-29 06:30:00,2019-09-29 08:40:00,C16,73H,TORNO DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1104,KLM74R,ESSA,EHAM,2019-09-29 06:30:00,2019-09-29 08:40:00,D66,73H,DKR N872 ELPAX Z703 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1952,KLM50G,LSZH,EHAM,2019-09-29 07:00:00,2019-09-29 08:40:00,A4,E90,ZUE T125 ROMIR UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1638,KLM98N,LIRQ,EHAM,2019-09-29 06:30:00,2019-09-29 08:40:00,A4,E90,LOMED DCT IBTOK DCT RESIA UP131 ARGAX UY170 ROMIR UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1276,KLM64J,EGPH,EHAM,2019-09-29 06:00:00,2019-09-29 08:35:00,A8,73H,TLA N97 ROKAN M982 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1628,KLM1628,LIMC,EHAM,2019-09-29 06:40:00,2019-09-29 08:40:00,A4,73H,AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU2724,EJU84TM,EHAM,LIMC,2019-09-29 08:45:00,2019-09-29 10:25:00,M1,320,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1561,KLM1561,EGSH,EHAM,2019-09-29 14:10:00,2019-09-29 16:05:00,B20,E90,BKY M183 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1753,KLM75N,EHAM,EDDW,2019-09-29 08:35:00,2019-09-29 09:30:00,B2,E75,ARNEM UP147 RKN UL980 OSN UM170 BASUM T820 PIXUR,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1639,KLM59K,EHAM,LIRQ,2019-09-29 08:35:00,2019-09-29 10:30:00,B18,E90,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT ROBAS DCT LOMED,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1322,KLM42F,ENAL,EHAM,2019-09-29 06:30:00,2019-09-29 08:45:00,A4,E75,TUTOP Z105 FLS P603 RUMOG M185 ATNAK UM185 TIPAN N866 LARDI L74 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1470,KLM72Z,EGPF,EHAM,2019-09-29 06:05:00,2019-09-29 08:45:00,D5,73H,TLA N97 ROKAN M982 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1381,KLM1381,EHAM,LIRN,2019-09-29 08:50:00,2019-09-29 11:20:00,B17,73G,EDUPO UZ738 RIDSU UL607 UTABA M738 TIRUL Y740 NATAG DCT TNT DCT NIMUM DCT UNUMU DCT EVULI DCT TEA,2019-09-04 13:31:36,2019-09-04 13:31:36
LH2301,DLH6YX,EHAM,EDDM,2019-09-29 08:50:00,2019-09-29 10:10:00,B23,319,EDUPO UZ738 MISGO UZ741 GMH UL603 AKANU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1046,KLM1046,EGGD,EHAM,2019-09-29 06:20:00,2019-09-29 08:50:00,A8,E90,BCN UN864 DIKAS UL18 GAVGO UL9 CPT M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
EI840,EIN84L,EICK,EHAM,2019-09-29 06:00:00,2019-09-29 08:50:00,D28,320,TISMO DCT GISTI DCT LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1973,KLM21E,EHAM,LHBP,2019-09-29 08:50:00,2019-09-29 10:45:00,B13,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT VEBOS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1838,KLM1838,LOWW,EHAM,2019-09-29 06:55:00,2019-09-29 08:50:00,C13,73H,DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
OR376,TFL376,TNCC,EHAM,2019-09-29 19:00:00,2019-09-30 10:15:00,E24,788,MUNBA G446 KERLI UG446 CDO UM597 GABIM L453 PAEPR M201 ATUGI L454 ELCAM L457 TAAPS VS1 HTO J55 BOS J575 TUSKY N435A TUDEP NATU BEXET DCT LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1662,KLM18S,LEBL,EHAM,2019-09-29 06:20:00,2019-09-29 08:50:00,A4,73H,OKABI UN861 FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1301,KLM99Y,EHAM,LFBO,2019-09-29 09:00:00,2019-09-29 10:55:00,C10,E90,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1693,KLM87Q,EHAM,LPPT,2019-09-29 07:55:00,2019-09-29 09:55:00,D82,73H,WOODY UN872 LESDO UM728 RESMI UN857 VAVIX UP181 NEA UN864 MONTO UN857 HIJ UN10 SVL UM744 ROSAL UZ227 EXONA,2019-09-04 13:31:36,2019-09-04 13:31:36
EI602,EIN60A,EIDW,EHAM,2019-09-29 06:15:00,2019-09-29 08:55:00,D31,320,LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1722,KLM1722,EBBR,EHAM,2019-09-29 08:00:00,2019-09-29 09:00:00,B16,E75,HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
LY5425,ELY5425,LLBG,EHAM,2019-09-29 06:40:32,2019-09-29 06:40:32,E4,738,MERVA UB17 LCA UA28 MUT UL619 KFK UL620 IST UA16 FENER UT264 TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU4562,EJU94GF,EHAM,EDDB,2019-09-29 09:00:00,2019-09-29 10:30:00,M2,319,ARNEM UP147 RKN UL980 DLE T207 BATEL,2019-09-04 13:31:36,2019-09-04 13:31:36
