flightnumber,radiocallsign,origin,destination,deptime,arrtime,gate,aircraft,route,created_at,updated_at
KL1325,KLM41H,EHAM,ENAL,2019-09-29 14:20:00,2019-09-29 16:20:00,B30,E75,ANDIK UZ733 GREFI P603 FLS Z108 INTUM Z289 TUMIM,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1995,KLM63F,EHAM,EPKK,2019-09-29 15:15:00,2019-09-29 17:05:00,B18,73H,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT DOBUR DCT LASIS T714 MAPIK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1174,KLM74G,ENVA,EHAM,2019-09-29 12:00:00,2019-09-29 14:20:00,B16,E90,UTUNA M609 PIPEX P602 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
OR784,TFL784,LTAI,EHAM,2019-09-29 11:20:00,2019-09-29 14:20:00,A15,763,EKSEN UL610 FENER UT264 TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1603,KLM57N,EHAM,LIRF,2019-09-29 14:25:00,2019-09-29 16:35:00,D87,73H,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN DCT KALIK DCT GIPIX DCT XIBIL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1307,KLM1307,EHAM,LFBO,2019-09-29 14:25:00,2019-09-29 16:15:00,C10,73W,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1977,KLM1977,EHAM,LHBP,2019-09-29 14:25:00,2019-09-29 16:20:00,C13,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT VEBOS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1655,KLM1655,EHAM,LIPZ,2019-09-29 14:25:00,2019-09-29 16:10:00,D83,73J,EDUPO UZ738 RIDSU UL607 UTABA M738 TIRUL Y740 NATAG DCT ALBET,2019-09-04 13:31:36,2019-09-04 13:31:36
CND717,CND717,EHAM,LGIR,2019-09-29 16:33:14,2019-09-29 16:33:14,B31,738,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT LAMPO DCT AGOMO DCT BUSER DCT LISKO DCT RIVAM DCT PERAV DCT BRD DCT NOSTO UL612 TRL UJ65 BAVES,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1266,KLM51Q,LFML,EHAM,2019-09-29 12:20:00,2019-09-29 14:25:00,D66,73H,ETREK UM976 KOPOR UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1364,KLM68K,EPWA,EHAM,2019-09-29 12:25:00,2019-09-29 14:30:00,C11,73H,LOLSI T174 INDIG L980 SUBIX Z20 MAG DCT EMBOX L986 DLE UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1642,KLM64Y,LIRQ,EHAM,2019-09-29 12:10:00,2019-09-29 14:20:00,B32,E90,LOMED DCT IBTOK DCT RESIA UP131 ARGAX UY170 ROMIR UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7966,EJU24NG,LICC,EHAM,2019-09-29 10:50:00,2019-09-29 14:10:00,,320,LIBRO DCT ROSAS DCT DORAS DCT TURMO DCT MAMAR DCT BAKRO DCT DORAV DCT ASTIG DCT AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY2159,EZY79EZ,EGGW,EHAM,2019-09-29 12:45:00,2019-09-29 14:55:00,H1,320,BKY M183 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1267,KLM1267,EHAM,LFML,2019-09-29 14:30:00,2019-09-29 16:35:00,D60,73H,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 MOROK UN852 BALSI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1147,KLM19J,EHAM,ENGM,2019-09-29 14:30:00,2019-09-29 16:20:00,C9,73W,ANDIK UZ733 KONOM UZ704 AMADA Z704 PIPEX M609 RIPAM,2019-09-04 13:31:36,2019-09-04 13:31:36
VY8302,VLG736H,LEBL,EHAM,2019-09-29 12:05:00,2019-09-29 14:30:00,B15,321,OKABI UN861 FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7906,EJU57JW,LKPR,EHAM,2019-09-29 12:50:00,2019-09-29 14:25:00,,320,BALTU L984 DONAD L602 VARIK DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7958,EJU89TA,LEMG,EHAM,2019-09-29 10:45:00,2019-09-29 14:00:00,,320,BLN UN865 VTB UN867 DGO UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KK2248,KKK5MA,EHAM,LTFM,2019-09-29 14:35:00,2019-09-29 19:10:00,D22,321,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 TIMUR L867 RILEX,2019-09-04 13:31:36,2019-09-04 13:31:36
VK8412,FOO8412,EHAM,LPPT,2019-09-29 14:40:00,2019-09-29 16:45:00,B17,321,WOODY UN872 LESDO UM728 RESMI UN857 VAVIX UP181 NEA UN864 MONTO UN857 HIJ UN10 SVL UM744 ROSAL UZ227 EXONA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1317,KLM31N,EHAM,LFBD,2019-09-29 14:35:00,2019-09-29 16:20:00,D85,E90,WOODY UN872 LESDO UM728 RESMI UN857 LMG,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1115,KLM1115,EHAM,ESSA,2019-09-29 14:40:00,2019-09-29 16:40:00,D61,73J,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 ARS T317 ELTOK,2019-09-04 13:31:36,2019-09-04 13:31:36
TK1958,THY8RF,EHAM,LTFM,2019-09-29 14:40:00,2019-09-29 19:00:00,E19,332,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 TIMUR L867 RILEX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1459,KLM1459,EHAM,LFRS,2019-09-29 15:05:00,2019-09-29 16:40:00,B24,E90,WOODY UN872 LESDO UM728 KOVIN UN872 DIDAK UZ15 ARDOD A5 VALAX,2019-09-04 13:31:36,2019-09-04 13:31:36
MS757,MSR757,HECA,EHAM,2019-09-29 09:45:00,2019-09-29 14:40:00,G2,73H,DCT MENKU A1 NOZ L617 TANSA UL613 VJOSA DCT PAPIZ DCT AIOSA DCT XOLTA DCT LISKO DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY1832,EZY37LX,EHAM,EGCC,2019-09-29 10:00:00,2019-09-29 10:20:00,G5,320,BERGI UL602 SUPUR UL60 KOLAG L60 OTBED,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5803,TRA5803,EHAM,LLBG,2019-09-29 13:50:00,2019-09-29 19:25:00,E4,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UW81 YAYLA UL854 KUDAK UW81 ESKIN UL854 KULAR UT39 TOMBI UA16 DASNI UM855 PEDER UA16 MAROS UG18 APLON UL609 LEDRA UG18 PIKOG UL609 SOLIN,2019-09-04 13:31:36,2019-09-04 13:31:36
VY8355,VLG8355,EHAM,LEBB,2019-09-29 14:40:00,2019-09-29 16:50:00,B27,320,WOODY UN872 LESDO UM728 KOVIN UN872 KURIS UT176 DESAB UN867 MAPAX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1591,KLM25F,EHAM,LIPE,2019-09-29 14:45:00,2019-09-29 16:35:00,B36,73W,LOPIK UN852 GTQ UZ343 BEGAR UQ341 RESIA DCT ELTAR DCT BENUS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1382,KLM1382,LIRN,EHAM,2019-09-29 12:05:00,2019-09-29 14:45:00,C4,73G,TEA DCT ATRUP DCT AMSED DCT CHI DCT VESAL DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1630,KLM1630,LIMC,EHAM,2019-09-29 12:50:00,2019-09-29 14:45:00,A4,73H,AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
RJ151,RJA78G,OJAI,EHAM,2019-09-29 10:45:00,2019-09-29 14:45:00,G5,320,LOSAR L513 BRAVO R785 NIKAS UL619 KFK UL620 IST UA16 FENER UT264 TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU6854,EJU97QM,EHAM,EGPF,2019-09-29 12:25:00,2019-09-29 13:05:00,H5,319,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
UA969,UAL969,EHAM,KSFO,2019-09-29 14:50:00,2019-09-29 16:50:00,E20,789,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N182A MIILS Q907 SIKBO Q905 HOCKE Q824 FNT J36 DUTYS J16 MCW J148 ONL J94 OCS J154 TCH J56 MVA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1346,KLM34K,EKBI,EHAM,2019-09-29 14:20:00,2019-09-29 15:35:00,A4,73W,MIKRO N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5313,TRA5313,EHAM,LCLK,2019-09-29 14:45:00,2019-09-29 19:55:00,D23,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UW81 YAYLA UL854 KUDAK UW81 ESKIN UL854 KULAR UT39 TOMBI UA16 DASNI UM601 VADUS UR19 BONEK,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5760,TRA70G,GMMX,EHAM,2019-09-29 19:05:00,2019-09-29 23:50:00,A15,73H,MABAP UR722 SAK UG5 KORIS UL27 VJF UN10 HIJ UZ230 TLD UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
BA435,BAW435,EHAM,EGLL,2019-09-29 14:50:00,2019-09-29 15:15:00,D26,319,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1643,KLM97S,EHAM,LIRQ,2019-09-29 14:55:00,2019-09-29 16:55:00,B16,E90,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT ROBAS DCT LOMED,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1631,KLM1631,EHAM,LIMC,2019-09-29 14:55:00,2019-09-29 16:35:00,D81,E90,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5080,TRA8G,LGRP,EHAM,2019-09-29 12:45:00,2019-09-29 15:40:00,D61,73H,BANRO UG80 IMR UN127 LMO UN128 PEREN UN133 ATFIR N133 SODGO T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
8Q852,OHY852,EHAM,LTAI,2019-09-29 16:35:00,2019-09-29 21:30:00,G3,321,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UT40 CRD UL854 SALDA UN131 KOZLU,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY2160,EZY76JE,EHAM,EGGW,2019-09-29 15:25:00,2019-09-29 15:35:00,H1,320,IDRID UM40 RINIS M40 IDESI,2019-09-04 13:31:36,2019-09-04 13:31:36
LX729,SWR729,EHAM,LSZH,2019-09-29 14:55:00,2019-09-29 16:30:00,B13,320,LOPIK UN852 GTQ UT27 BLM,2019-09-04 13:31:36,2019-09-04 13:31:36
PHTDS,PHTDS,TNCA,EHAM,2019-09-29 14:42:58,2019-09-29 14:42:58,,DA40,MOBAM A567 DUSAN UA567 CDO UM597 GABIM L453 PAEPR M201 ATUGI L454 ELCAM L457 TAAPS VS1 HTO J55 BOS J575 TUSKY N435A TUDEP NATU BEXET DCT LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1687,KLM75V,EHAM,LEBB,2019-09-29 14:25:00,2019-09-29 16:30:00,B20,73W,WOODY UN872 LESDO UM728 KOVIN UN872 KURIS UT176 DESAB UN867 MAPAX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1931,KLM53M,EHAM,LSGG,2019-09-29 14:55:00,2019-09-29 16:30:00,D74,73H,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 AKITO,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5683,TRA83R,EHAM,GCRR,2019-10-29 06:15:00,2019-09-29 08:40:00,D78,738,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 VLC UM985 MGA UN869 SLK UB11 PELAX UN869 ADM UG850 DEVLA,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5592,TRA29J,LYBE,EHAM,2019-09-29 15:30:00,2019-09-29 18:00:00,A15,73W,TISAK L610 TONDO DCT ABETI DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU8874,EJU38UJ,EHAM,EGKK,2019-09-29 15:05:00,2019-09-29 15:20:00,H3,320,IDRID UL980 XAMAN L980 LOGAN L608 SUMUM Q63 ARREK Y4 TEBRA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1407,KLM51K,EHAM,LFMT,2019-09-29 14:05:00,2019-09-29 15:55:00,C11,E90,WOODY UN872 LESDO UM728 KUKOR UT18 MEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1189,KLM33Y,EHAM,ENBR,2019-09-29 15:10:00,2019-09-29 16:50:00,C5,73H,ANDIK UZ733 GREFI P603 KARLI Z322 ALUVA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1602,KLM1602,LIRF,EHAM,2019-09-29 12:40:00,2019-09-29 15:10:00,C9,73H,SOVAN DCT PETAS DCT IBUGO DCT UNIMI L12 MOGTI P66 KPT L608 TEDGO UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1110,KLM20M,ESSA,EHAM,2019-09-29 13:40:00,2019-09-29 15:45:00,D68,73H,DKR N872 ELPAX Z703 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6868,TRA98X,LGAV,EHAM,2019-09-29 12:35:00,2019-09-29 15:10:00,D87,73H,RIMAX UL613 VJOSA DCT PAPIZ DCT AIOSA DCT XOLTA DCT LISKO DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
PY993,SLM993,EHAM,SMJP,2019-09-29 15:15:00,2019-09-29 19:45:00,G8,343,IDRID UM40 RINIS M40 SABER L980 LAM L179 CPT UL9 DIKAS L180 LESLU DCT SOMAX NATD JAROM N46G LOMPI M202 OVAPI L462 LAMKN UL462 ILRAV DCT,2019-09-04 13:31:36,2019-09-04 13:31:36
VY8303,VLG83PW,EHAM,LEBL,2019-09-29 15:15:00,2019-09-29 17:30:00,B15,321,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK UN859 LOMRA UN727 ROCAN UN859 PUMAL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1584,KLM78T,LIPE,EHAM,2019-09-29 13:50:00,2019-09-29 15:55:00,A4,E90,LUMAV DCT IBUGO DCT UNIMI L12 MOGTI P66 KPT L608 TEDGO UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
LH2304,DLH6LL,EDDM,EHAM,2019-09-29 13:45:00,2019-09-29 15:15:00,B23,319,INPUD Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1946,KLM58U,LDSP,EHAM,2019-09-29 12:50:00,2019-09-29 15:15:00,D16,738,TORPO M730 LISKO DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
DY7701,NAX1AJ,EHAM,KJFK,2019-09-29 15:15:00,2019-09-29 17:30:00,G6,789,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N180A ALLEX Q822 ENE,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY6161,EZY26KR,EGGD,EHAM,2019-09-29 07:15:00,2019-09-29 09:40:00,H2,320,BCN UN864 DIKAS UL18 GAVGO UL9 CPT M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU1360,EJU69VW,EHAM,LSGG,2019-09-29 15:10:00,2019-09-29 16:40:00,,320,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 AKITO,2019-09-04 13:31:36,2019-09-04 13:31:36
EK148,UAE31V,EHAM,OMDB,2019-09-29 15:20:00,2019-09-29 23:59:00,G9,388,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT DOBUR DCT LASIS L986 IVF N195 BUKOV N190 NETED M860 KUGOS UM860 SIN UW704 CRM UM688 ULTED UT301 IMKEN W3 KIXOB UL223 EGSIR T217 RUBAK UL223 TOTNO T217 DASDO UL223 LAGSA T217 LAM UL223 SIR L223 VUTEB,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1829,KLM1829,EHAM,EDDT,2019-09-29 15:20:00,2019-09-29 16:40:00,B32,73H,ARNEM UP147 RKN UL980 DLE T207 BATEL,2019-09-04 13:31:36,2019-09-04 13:31:36
PC1253,PGT7W,LTFJ,EHAM,2019-09-29 12:30:00,2019-09-29 15:20:00,G7,320,TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY3003,EZY92MF,EGSS,EHAM,2019-09-29 12:10:00,2019-09-29 14:15:00,H2,320,CLN L620 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1702,KLM18C,LEMD,EHAM,2019-09-29 12:50:00,2019-09-29 15:25:00,D85,73H,RBO UN867 DGO UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
BA438,BAW438,EGLL,EHAM,2019-09-29 12:35:00,2019-09-29 14:55:00,D26,319,BPK Q295 BRAIN M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
OR756,TFL756,LTAI,EHAM,2019-09-29 12:15:00,2019-09-29 15:25:00,A15,320,EKSEN UL610 FENER UT264 TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1858,KLM69B,EDDL,EHAM,2019-09-29 14:35:00,2019-09-29 15:30:00,B20,E75,SONEB P55 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EZY8875,EZY29LQ,EGKK,EHAM,2019-09-29 12:55:00,2019-09-29 15:20:00,H3,319,CLN L620 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1477,KLM93X,EHAM,EGPF,2019-09-29 15:35:00,2019-09-29 16:05:00,D12,73J,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1797,KLM49C,EHAM,EDDM,2019-09-29 15:35:00,2019-09-29 17:00:00,C4,73H,EDUPO UZ738 MISGO UZ741 GMH UL603 AKANU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1334,KLM1334,EKYT,EHAM,2019-09-29 14:10:00,2019-09-29 15:35:00,B31,E90,DCT KEMEG P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1694,KLM90Z,LPPT,EHAM,2019-09-29 11:40:00,2019-09-29 15:35:00,Z10,73H,NAKOS UZ4 BAROK UN873 GDV UN871 KORAL UG5 SONSO UN871 VJF UN10 HIJ UZ230 TLD UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1768,KLM1768,EDDF,EHAM,2019-09-29 14:15:00,2019-09-29 15:35:00,B36,E75,MARUN Y152 ARPEG Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1874,KLM22Q,EDDS,EHAM,2019-09-29 14:10:00,2019-09-29 15:35:00,A4,E75,OKIBA N851 RIMKI Z99 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1298,KLM1298,LFBD,EHAM,2019-09-29 13:50:00,2019-09-29 15:35:00,B24,CN1,CNA UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
OR798,TFL798,LTBS,EHAM,2019-09-29 12:40:00,2019-09-29 15:35:00,E8,763,KEKIK UN127 LMO UN128 PEREN UN133 ATFIR N133 SODGO T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1168,KLM98Q,EFHK,EHAM,2019-09-29 13:55:00,2019-09-29 15:25:00,C7,73H,NUNTO M6 ERNOV N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
RJ152,RJA47E,EHAM,OJAI,2019-09-29 15:35:00,2019-09-29 21:20:00,G5,320,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UG80 ATVEP UL606 ULMAR UN739 EKI UL606 KFK UL620 OSVEL UB545 HISAR UL620 MUT UB545 EVKIT UL620 VESAR UB15 BAPAX UL620 ALSUS UB15 BALMA UR655 CAK UN310 LATEB J222 LOTAX L513 LOSAR,2019-09-04 13:31:36,2019-09-04 13:31:36
MS758,MSR758,EHAM,HECA,2019-09-29 15:40:00,2019-09-29 20:10:00,G2,73H,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT LAMPO DCT AGOMO DCT BUSER DCT LISKO DCT RIVAM DCT PERAV DCT BRD DCT NOSTO UL612 KUMBI L612 BLT A16 DEGDI DCT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1796,KLM62A,EDDM,EHAM,2019-09-29 14:05:00,2019-09-29 15:40:00,B35,E90,INPUD Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6867,TRA87J,EHAM,LGAV,2019-09-29 15:00:00,2019-09-29 19:15:00,D84,73H,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT LAMPO DCT AGOMO DCT BUSER DCT LISKO DCT XOLTA DCT AIOSA DCT PAPIZ DCT PINDO UL607 XORKI,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7664,EJU54RL,EHAM,LPPT,2019-09-29 15:45:00,2019-09-29 17:45:00,M6,320,WOODY UN872 LESDO UM728 RESMI UN857 VAVIX UP181 NEA UN864 MONTO UN857 HIJ UN10 SVL UM744 ROSAL UZ227 EXONA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1181,KLM1181,EHAM,ESSL,2019-09-29 14:20:00,2019-09-29 16:00:00,B28,E90,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 ELBUX N607 LURAR DCT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1416,KLM32Z,LFLL,EHAM,2019-09-29 14:05:00,2019-09-29 15:45:00,B16,73W,BUSIL UT133 AMORO UT140 PIBAT UM976 KOPOR UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1670,KLM1670,LEBL,EHAM,2019-09-29 13:20:00,2019-09-29 15:45:00,D81,73H,OKABI UN861 FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1202,KLM1202,ENZV,EHAM,2019-09-29 14:10:00,2019-09-29 15:45:00,A4,E90,RUMOG M185 ATNAK UM185 TIPAN N866 LARDI L74 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
VK6824,FOO6824,LOWW,EHAM,2019-09-29 13:40:00,2019-09-29 15:40:00,B27,321,DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1158,KLM30Q,ESGG,EHAM,2019-09-29 14:10:00,2019-09-29 15:45:00,A4,E90,VADIN M852 ALS N872 DEMIR UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
A3626,AEE626,LGAV,EHAM,2019-09-29 13:15:00,2019-09-29 15:45:00,B13,321,RIMAX UL613 VJOSA DCT PAPIZ DCT AIOSA DCT XOLTA DCT LISKO DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1234,KLM16P,LFPG,EHAM,2019-09-29 14:30:00,2019-09-29 15:45:00,D63,73H,NURMO UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
